customerID,MonthlyCharges,TotalCharges,tenure,Churn,Contract,InternetService,PaymentMethod,PaperlessBilling
8756-RDDLT,44.95,3085.35,68,No,Month-to-month,DSL,Electronic check,No
2862-PFNIK,24.7,24.7,1,No,Month-to-month,DSL,Electronic check,Yes
5816-QVHRX,100.3,3541.4,37,No,Month-to-month,Fiber optic,Credit card (automatic),No
4430-YHXGG,25.45,84.2,4,No,Month-to-month,No,Mailed check,Yes
6888-SBYAI,50.7,50.7,1,No,Month-to-month,DSL,Mailed check,Yes
7395-XWZOY,55.0,1165.55,20,No,Month-to-month,DSL,Credit card (automatic),Yes
7169-YWAMK,68.4,4855.35,72,No,Two year,DSL,Bank transfer (automatic),No
3640-PHQXK,89.9,2806.9,31,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6877-LGWXO,78.55,1422.65,18,Yes,Month-to-month,Fiber optic,Electronic check,No
6859-RKMZJ,55.05,608.15,11,No,Month-to-month,DSL,Bank transfer (automatic),Yes
2729-VNVAP,19.8,641.35,33,No,Two year,No,Credit card (automatic),No
2957-JIRMN,84.45,4959.15,62,No,One year,Fiber optic,Electronic check,No
2049-BAFNW,35.9,35.9,1,No,Month-to-month,DSL,Mailed check,No
3842-QTGDL,80.75,1321.3,16,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
7163-OCEQI,78.65,1663.75,22,No,One year,DSL,Mailed check,Yes
9782-LGXMC,61.75,3024.15,49,No,Month-to-month,DSL,Bank transfer (automatic),No
5975-BAICR,63.7,2188.5,36,No,One year,DSL,Credit card (automatic),Yes
8019-ENHXU,99.45,4138.05,42,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5167-GBFRE,25.2,102.5,4,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
9033-EOXWV,74.05,872.65,12,Yes,One year,DSL,Mailed check,No
4673-KKSLS,87.6,2724.25,31,No,Month-to-month,Fiber optic,Electronic check,No
4853-OITSN,89.15,413.25,5,No,Month-to-month,Fiber optic,Electronic check,Yes
9800-OUIGR,20.0,1374.2,66,No,Two year,No,Credit card (automatic),No
1324-NLTJE,55.0,757.1,15,Yes,Month-to-month,DSL,Credit card (automatic),No
2324-EFHVG,104.4,6692.65,64,No,Two year,Fiber optic,Bank transfer (automatic),Yes
7094-MSZAO,20.05,218.5,10,No,Month-to-month,No,Credit card (automatic),Yes
1522-VVDMG,89.75,608.8,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6907-CQGPN,34.3,1004.75,29,No,Month-to-month,DSL,Electronic check,No
0780-XNZFN,20.65,1125.6,57,No,Two year,No,Bank transfer (automatic),No
0239-OXEXL,84.25,3847.6,46,No,Month-to-month,Fiber optic,Mailed check,No
2675-IJRGJ,19.65,978.0,53,No,Two year,No,Bank transfer (automatic),No
7049-GKVZY,79.85,1387.35,17,No,One year,DSL,Credit card (automatic),No
8577-QSOCG,20.2,746.05,38,No,Two year,No,Mailed check,Yes
3721-CNZHX,19.8,304.6,15,No,One year,No,Mailed check,No
0212-ISBBF,50.35,1098.85,22,No,Month-to-month,DSL,Electronic check,Yes
9185-TQCVP,85.15,1139.2,14,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3585-YNADK,74.6,4368.95,57,No,One year,DSL,Bank transfer (automatic),No
5271-DBYSJ,79.15,827.7,11,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
1099-GODLO,20.35,20.35,1,No,Two year,No,Mailed check,No
6828-HMKWP,21.05,262.05,12,No,Two year,No,Bank transfer (automatic),No
5567-WSELE,94.6,279.55,3,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1472-TNCWL,94.7,3512.5,36,No,Month-to-month,Fiber optic,Electronic check,Yes
8063-RJYNF,94.25,1483.25,16,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0687-ZVTHB,72.45,4653.85,65,Yes,One year,DSL,Credit card (automatic),No
2080-GKCWQ,74.95,151.75,2,No,Month-to-month,Fiber optic,Electronic check,No
9661-ACXBS,105.2,4400.75,42,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2193-SFWQW,111.95,8033.1,72,No,Two year,Fiber optic,Bank transfer (automatic),No
5656-JAMLX,19.85,1253.65,62,No,Two year,No,Bank transfer (automatic),No
3462-BJQQA,89.75,552.65,6,No,Month-to-month,Fiber optic,Electronic check,Yes
0442-TDYUO,20.05,1036.0,48,No,Two year,No,Mailed check,Yes
6733-LRIZX,108.95,4025.5,35,No,Two year,Fiber optic,Electronic check,Yes
9503-XJUME,19.65,928.4,52,No,One year,No,Credit card (automatic),No
4367-NHWMM,24.9,24.9,1,No,Month-to-month,DSL,Mailed check,Yes
3727-RJMEO,82.85,460.25,6,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3779-OSWCF,93.2,6506.15,71,No,Two year,DSL,Credit card (automatic),No
6736-DHUQI,84.8,5598.3,67,No,One year,Fiber optic,Bank transfer (automatic),No
3915-ODIYG,71.75,4374.55,60,No,One year,DSL,Electronic check,Yes
1360-RCYRT,30.35,678.75,23,No,Month-to-month,DSL,Bank transfer (automatic),Yes
2724-FJDYW,54.85,2191.7,39,No,One year,DSL,Bank transfer (automatic),No
4451-RWASJ,19.5,239.75,15,No,One year,No,Mailed check,Yes
6646-VRFOL,103.85,5485.5,53,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3460-TJBWI,24.2,609.05,24,No,Two year,No,Mailed check,No
5917-HBSDW,19.35,683.75,37,No,Month-to-month,No,Electronic check,No
5685-IIXLY,83.6,404.2,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5671-UUNXD,100.65,5189.75,50,No,One year,Fiber optic,Electronic check,Yes
0956-ACVZC,94.1,5060.9,54,No,One year,Fiber optic,Credit card (automatic),Yes
2325-NBPZG,74.55,233.65,3,No,Month-to-month,Fiber optic,Electronic check,Yes
4250-ZBWLV,108.45,7176.55,68,Yes,One year,Fiber optic,Electronic check,No
4482-FTFFX,56.15,291.45,5,No,Month-to-month,DSL,Electronic check,No
8859-DZTGQ,20.35,689.75,33,No,Two year,No,Mailed check,No
0440-MOGPM,80.55,3263.9,41,No,One year,DSL,Electronic check,Yes
0020-JDNXP,61.25,1993.2,34,No,One year,DSL,Mailed check,No
3752-CQSJI,20.45,254.5,13,No,Month-to-month,No,Mailed check,Yes
5025-GOOKI,18.9,347.65,20,No,Month-to-month,No,Credit card (automatic),Yes
4698-KVLLG,19.6,967.9,51,No,Two year,No,Credit card (automatic),No
5095-AESKG,91.5,242.95,3,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
2887-JPYLU,45.2,1841.9,41,No,Month-to-month,DSL,Bank transfer (automatic),No
4770-QAZXN,19.45,232.1,13,No,Month-to-month,No,Credit card (automatic),No
4896-CPRPF,25.45,809.25,35,No,Two year,No,Bank transfer (automatic),No
1871-MOWRM,80.85,866.45,12,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
9714-EDSUC,94.9,360.55,4,No,Month-to-month,Fiber optic,Mailed check,Yes
2027-OAQQC,49.05,2076.2,43,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
0282-NVSJS,29.3,355.9,12,No,Month-to-month,DSL,Mailed check,Yes
9090-SGQXL,105.3,7299.65,68,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6595-YGXIT,88.95,2291.2,25,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7353-YOWFP,20.25,129.15,7,No,One year,No,Mailed check,No
9835-ZIITK,110.85,7491.75,66,Yes,One year,Fiber optic,Electronic check,Yes
8008-ESFLK,110.5,5835.5,53,No,One year,Fiber optic,Electronic check,No
7537-CBQUZ,109.4,7031.45,63,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
1555-DJEQW,114.2,7723.9,70,Yes,Two year,Fiber optic,Bank transfer (automatic),Yes
5649-TJHOV,36.5,1032.0,27,Yes,Month-to-month,DSL,Bank transfer (automatic),No
0519-XUZJU,70.75,70.75,1,Yes,Month-to-month,Fiber optic,Mailed check,No
3363-EWLGO,19.95,109.6,5,No,Month-to-month,No,Mailed check,No
4750-UKWJK,19.6,727.8,37,No,One year,No,Mailed check,No
6338-AVWCY,40.15,130.75,3,Yes,Month-to-month,DSL,Mailed check,Yes
1689-YQBYY,76.6,893.0,12,No,Month-to-month,Fiber optic,Electronic check,Yes
4487-ZYJZK,19.6,763.1,38,No,One year,No,Credit card (automatic),No
2959-FENLU,85.3,781.4,9,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
0708-LGSMF,65.85,902.25,13,No,Month-to-month,DSL,Electronic check,Yes
9253-QXKBE,94.45,2653.65,29,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7634-HLQJR,20.05,1016.7,47,No,Two year,No,Credit card (automatic),No
0487-RPVUM,99.4,5943.65,61,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
4079-ULGFR,20.0,275.7,16,No,Month-to-month,No,Mailed check,No
2516-XSJKX,78.45,3126.45,41,No,Two year,DSL,Electronic check,No
0057-QBUQH,25.1,1070.15,43,No,Two year,No,Electronic check,Yes
9445-SZLCH,97.35,3457.9,36,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
6599-SFQVE,55.0,340.4,6,No,Month-to-month,DSL,Electronic check,Yes
8331-ZXFOE,71.1,4299.2,58,No,One year,DSL,Credit card (automatic),Yes
4003-FUSHP,61.55,1093.2,19,No,Month-to-month,DSL,Credit card (automatic),Yes
0356-ERHVT,45.9,521.9,11,No,Month-to-month,DSL,Bank transfer (automatic),Yes
7325-ENZFI,40.3,1630.4,39,No,One year,DSL,Bank transfer (automatic),Yes
4884-ZTHVF,87.1,713.6,8,No,Month-to-month,Fiber optic,Electronic check,Yes
3920-HIHMQ,49.5,1265.65,26,No,Month-to-month,DSL,Mailed check,Yes
3055-OYMSE,73.8,4003.85,53,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
0613-WUXUM,19.2,1401.4,70,No,Two year,No,Mailed check,Yes
7568-PODML,45.3,45.3,1,Yes,Month-to-month,DSL,Mailed check,Yes
4458-KVRBJ,25.0,1510.5,59,No,Two year,No,Mailed check,No
5349-IECLD,94.95,178.1,2,Yes,Month-to-month,Fiber optic,Electronic check,No
1397-XKKWR,35.3,264.8,7,No,One year,DSL,Mailed check,No
3945-GFWQL,44.55,480.6,12,Yes,Month-to-month,DSL,Electronic check,Yes
8097-OMULG,76.75,4541.9,59,No,One year,DSL,Credit card (automatic),No
6013-BHCAW,81.0,4976.15,61,No,Two year,DSL,Bank transfer (automatic),Yes
0401-WDBXM,105.55,7542.25,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
3387-PLKUI,18.8,251.25,13,No,Month-to-month,No,Mailed check,No
6096-EGVTU,24.9,1595.5,64,No,One year,No,Mailed check,No
3797-VTIDR,23.45,23.45,1,Yes,Month-to-month,DSL,Electronic check,Yes
5081-NWSUP,64.9,685.55,10,No,One year,DSL,Mailed check,No
2580-ATZSQ,61.35,3874.1,65,No,One year,DSL,Bank transfer (automatic),No
8085-MSNLK,113.95,6891.4,62,No,Two year,Fiber optic,Mailed check,No
9691-HKOVS,90.15,4916.95,55,No,One year,DSL,Electronic check,Yes
9881-VCZEP,54.1,1373.0,25,No,Month-to-month,DSL,Electronic check,No
9526-BIHHD,29.7,29.7,1,Yes,Month-to-month,DSL,Mailed check,No
8757-TFHHJ,49.8,49.8,1,No,Month-to-month,DSL,Credit card (automatic),Yes
4523-WXCEF,101.1,6039.9,59,Yes,Month-to-month,Fiber optic,Electronic check,No
1468-DEFNC,24.4,1548.65,64,No,Two year,No,Bank transfer (automatic),Yes
5119-KEPFY,95.0,3440.25,36,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8364-TRMMK,50.65,151.3,3,Yes,Month-to-month,DSL,Mailed check,Yes
0916-KNFAJ,69.9,4226.7,61,No,Two year,DSL,Mailed check,Yes
8319-QBEHW,39.95,1023.75,26,No,One year,DSL,Bank transfer (automatic),Yes
3063-QFSZL,55.4,55.4,1,Yes,Month-to-month,DSL,Electronic check,Yes
8775-LHDJH,90.6,90.6,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9625-QNLUX,103.25,7074.4,68,No,Two year,Fiber optic,Credit card (automatic),Yes
3097-NQYSN,86.85,156.35,2,Yes,Month-to-month,Fiber optic,Mailed check,Yes
4024-CSNBY,94.25,6849.75,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
7110-BDTWG,47.05,3263.6,71,No,Two year,DSL,Electronic check,Yes
7493-GVFIO,20.55,1252.85,57,No,Two year,No,Credit card (automatic),No
0690-SRQID,19.65,67.55,4,No,Month-to-month,No,Mailed check,Yes
9605-WGJVW,70.2,70.2,1,No,Month-to-month,Fiber optic,Electronic check,Yes
9114-DPSIA,81.0,5750.0,72,No,Two year,DSL,Credit card (automatic),No
4700-UBQMV,75.9,1549.75,21,No,One year,DSL,Bank transfer (automatic),Yes
7711-GQBZC,24.7,1810.55,71,No,Two year,No,Bank transfer (automatic),No
3565-UNOCC,99.05,2952.85,29,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
4627-MIHJH,110.25,7467.55,69,No,Two year,Fiber optic,Credit card (automatic),No
9795-NREXC,85.0,5484.4,64,No,Two year,DSL,Credit card (automatic),Yes
8573-CGOCC,19.75,294.9,16,No,Month-to-month,No,Credit card (automatic),No
7356-AYNJP,23.9,97.5,4,No,One year,No,Electronic check,No
9249-FXSCK,111.25,5916.45,52,Yes,One year,Fiber optic,Credit card (automatic),Yes
5493-SDRDQ,55.1,113.35,2,Yes,Month-to-month,DSL,Mailed check,Yes
6286-SUUWT,19.95,19.95,1,No,Month-to-month,No,Mailed check,No
4819-HJPIW,25.15,476.8,18,No,Month-to-month,DSL,Mailed check,No
8654-DHAOW,54.15,101.65,2,No,Month-to-month,DSL,Mailed check,No
5438-QMDDL,59.8,1130.85,19,No,Month-to-month,DSL,Mailed check,Yes
9812-GHVRI,83.85,3532.25,40,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
5553-AOINX,104.9,6891.45,66,No,One year,Fiber optic,Electronic check,Yes
1228-ZLNBX,75.3,1570.7,21,No,Month-to-month,Fiber optic,Mailed check,No
4226-KKDON,66.65,520.95,8,No,Month-to-month,DSL,Electronic check,Yes
3831-YCPUO,109.5,7854.9,72,No,Two year,Fiber optic,Credit card (automatic),Yes
7445-WMRBW,73.85,3581.4,48,No,One year,DSL,Bank transfer (automatic),Yes
3308-DGHKL,19.3,1447.9,69,No,Two year,No,Bank transfer (automatic),Yes
9924-JPRMC,118.2,8547.15,72,No,Two year,Fiber optic,Electronic check,Yes
0080-EMYVY,51.45,727.85,14,No,One year,DSL,Credit card (automatic),No
6218-KNUBD,59.45,357.6,6,No,Month-to-month,DSL,Electronic check,No
7337-CINUD,19.5,159.35,8,No,Two year,No,Bank transfer (automatic),No
7609-NRNCA,19.55,280.85,17,No,One year,No,Mailed check,No
0623-EJQEG,93.55,6069.25,65,No,One year,Fiber optic,Electronic check,No
7153-CHRBV,59.3,3274.35,57,No,One year,DSL,Mailed check,Yes
0871-URUWO,102.25,1359.0,13,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
9190-MFJLN,95.9,1777.9,19,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
6198-PNNSZ,109.8,6109.65,56,No,One year,Fiber optic,Bank transfer (automatic),No
3317-VLGQT,78.1,1122.4,14,No,Month-to-month,Fiber optic,Electronic check,Yes
4132-POCZS,39.9,2020.9,52,No,Month-to-month,DSL,Electronic check,Yes
5614-DNZCE,64.9,3795.45,58,No,Two year,DSL,Credit card (automatic),Yes
1095-JUDTC,95.05,4504.55,47,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3896-RCYYE,53.4,3579.15,67,No,Month-to-month,DSL,Credit card (automatic),Yes
9638-JIQYA,24.9,49.7,2,No,Month-to-month,DSL,Credit card (automatic),Yes
3258-SANFR,44.7,276.5,6,No,Month-to-month,DSL,Credit card (automatic),No
3726-TBHQT,114.0,8175.9,71,No,Two year,Fiber optic,Bank transfer (automatic),Yes
3190-ITQXP,20.25,890.35,46,No,Two year,No,Bank transfer (automatic),No
0870-VEMYL,53.85,259.8,5,Yes,Month-to-month,DSL,Credit card (automatic),No
4833-QTJNO,83.85,5588.8,67,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
3039-MJSLN,20.2,50.6,3,No,Month-to-month,No,Bank transfer (automatic),No
0178-CIIKR,19.95,58.0,3,No,Month-to-month,No,Mailed check,No
5385-SUIRI,104.2,5568.35,52,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3982-XWFZQ,50.25,2203.65,42,Yes,Month-to-month,DSL,Electronic check,Yes
5774-QPLTF,20.35,938.95,50,No,One year,No,Mailed check,Yes
2322-VCZHZ,90.0,2024.1,23,No,Month-to-month,Fiber optic,Electronic check,Yes
5010-IPEAQ,54.2,3623.95,67,No,Two year,DSL,Credit card (automatic),No
4009-ALQFH,99.5,2369.05,25,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6383-ZTSIW,99.1,3877.95,39,No,One year,Fiber optic,Mailed check,No
8990-YOZLV,66.9,4577.9,69,No,Two year,DSL,Mailed check,Yes
3069-SSVSN,25.85,25.85,1,No,One year,DSL,Mailed check,No
5222-IMUKT,91.05,2871.5,32,No,Month-to-month,Fiber optic,Electronic check,No
3627-FCRDW,71.0,672.55,9,Yes,Month-to-month,Fiber optic,Electronic check,No
7562-GSUHK,93.2,1573.7,16,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
6685-XSHHU,20.95,1270.55,60,No,Two year,No,Bank transfer (automatic),Yes
8901-UPRHR,109.2,7711.45,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
4903-UYAVB,19.35,126.05,5,Yes,Month-to-month,No,Mailed check,No
0118-JPNOY,85.8,2193.65,26,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
6776-TLWOI,19.85,64.55,3,Yes,Month-to-month,No,Mailed check,No
3845-FXCYS,19.65,31.2,2,No,Month-to-month,No,Electronic check,Yes
5857-XRECV,20.5,38.25,2,No,One year,No,Bank transfer (automatic),No
0725-CXOTM,89.65,3348.1,36,No,One year,DSL,Credit card (automatic),Yes
4343-EJVQB,74.35,533.6,7,No,Month-to-month,Fiber optic,Mailed check,No
9000-PLFUZ,49.45,2907.55,60,No,Two year,DSL,Credit card (automatic),Yes
3427-GGZZI,89.1,1620.8,19,No,Month-to-month,Fiber optic,Electronic check,Yes
7779-ORAEL,75.15,3480.35,45,No,Two year,DSL,Credit card (automatic),No
0644-OQMDK,70.65,293.85,4,No,Month-to-month,Fiber optic,Electronic check,Yes
4077-CROMM,104.2,3243.45,31,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3154-CFSZG,90.05,4137.2,47,No,Month-to-month,Fiber optic,Electronic check,No
2868-MZAGQ,79.25,79.25,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4847-QNOKA,44.9,44.9,1,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
2220-IAHLS,19.4,19.4,1,No,Month-to-month,No,Credit card (automatic),No
1658-XUHBX,88.75,5348.65,59,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
6379-RXJRQ,70.1,659.65,10,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2378-HTWFW,91.0,3180.5,35,No,Month-to-month,Fiber optic,Credit card (automatic),No
8650-RHRKE,29.65,118.5,4,Yes,Month-to-month,DSL,Electronic check,Yes
4377-VDHYI,90.8,3023.85,32,No,One year,Fiber optic,Electronic check,Yes
0475-RIJEP,77.85,3365.85,43,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1260-TTRXI,54.3,195.3,4,Yes,Month-to-month,DSL,Electronic check,No
3719-TDVQB,18.95,1031.1,54,No,Two year,No,Mailed check,Yes
6328-ZPBGN,95.15,997.65,11,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
0201-MIBOL,102.4,6471.85,66,No,Two year,Fiber optic,Bank transfer (automatic),Yes
4937-QPZPO,99.9,6241.35,61,No,One year,Fiber optic,Electronic check,Yes
2925-VDZHY,88.7,6501.35,72,No,Two year,DSL,Credit card (automatic),No
6981-TDRFT,54.3,2317.1,44,No,One year,DSL,Electronic check,Yes
3413-CSSTH,55.7,2237.55,41,No,Month-to-month,DSL,Bank transfer (automatic),Yes
8033-VCZGH,103.95,5231.3,50,No,One year,Fiber optic,Electronic check,Yes
4789-KWMXN,110.85,5275.8,47,Yes,One year,Fiber optic,Credit card (automatic),Yes
0224-NIJLP,20.15,165.5,8,No,Two year,No,Mailed check,No
7542-CYDDM,20.05,358.5,18,No,Month-to-month,No,Mailed check,No
4718-WXBGI,91.95,6614.9,72,No,Two year,DSL,Credit card (automatic),Yes
2867-UIMSS,80.5,80.5,1,Yes,Month-to-month,Fiber optic,Electronic check,No
8495-PRWFH,55.65,2421.75,42,No,Month-to-month,DSL,Electronic check,No
0439-IFYUN,74.7,1294.6,18,No,Month-to-month,Fiber optic,Electronic check,Yes
5716-LIBJC,104.15,1299.1,13,No,One year,Fiber optic,Credit card (automatic),Yes
2868-LLSKM,83.65,5733.4,68,No,One year,Fiber optic,Bank transfer (automatic),Yes
8111-RKSPX,72.2,305.55,4,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2988-QRAJY,110.05,7430.75,69,No,Two year,Fiber optic,Credit card (automatic),Yes
1585-MQSSU,51.5,900.5,17,Yes,Month-to-month,DSL,Mailed check,No
0071-NDAFP,25.5,630.6,25,No,Two year,No,Credit card (automatic),No
2856-NNASM,89.55,3856.75,43,Yes,Month-to-month,Fiber optic,Mailed check,Yes
7328-ZJAJO,19.5,1222.65,59,No,Two year,No,Credit card (automatic),No
6458-CYIDZ,80.7,374.8,5,No,Month-to-month,Fiber optic,Electronic check,No
8559-CIZFV,77.5,1625.0,21,Yes,One year,DSL,Mailed check,No
1090-PYKCI,105.1,7234.8,69,No,One year,Fiber optic,Credit card (automatic),Yes
3058-WQDRE,25.15,331.85,13,No,Month-to-month,DSL,Bank transfer (automatic),Yes
7547-EKNFS,95.25,3959.35,42,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2279-AXJJK,95.65,5088.4,52,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
6769-DYBQN,85.0,3969.4,46,Yes,Month-to-month,Fiber optic,Electronic check,No
0909-SELIE,80.8,4860.85,61,No,Two year,DSL,Bank transfer (automatic),Yes
3417-TSCIC,24.85,788.05,29,No,One year,DSL,Mailed check,Yes
1042-HFUCW,54.75,1266.35,25,No,One year,DSL,Credit card (automatic),Yes
4439-JMPMT,85.75,470.95,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6537-OTKMY,50.75,688.2,15,No,One year,DSL,Electronic check,No
8999-EXMNO,20.15,387.7,19,No,Two year,No,Mailed check,No
6725-TPKJO,20.05,845.25,44,No,Two year,No,Mailed check,No
2446-BEGGB,98.25,560.6,6,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7162-WPHPM,71.6,4230.25,58,No,Two year,DSL,Credit card (automatic),No
1599-MMYRQ,81.45,4983.05,62,No,One year,Fiber optic,Credit card (automatic),Yes
8821-KVZKQ,58.4,4113.15,70,No,One year,DSL,Bank transfer (automatic),Yes
1496-GGSUK,25.7,25.7,1,Yes,Month-to-month,DSL,Mailed check,Yes
6434-TTGJP,53.7,521.0,10,No,Two year,DSL,Credit card (automatic),No
0042-JVWOJ,19.6,471.85,26,No,One year,No,Bank transfer (automatic),Yes
0130-SXOUN,89.4,5976.9,66,No,Month-to-month,Fiber optic,Credit card (automatic),No
2575-GFSOE,69.0,506.9,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
2330-PQGDQ,84.2,4299.75,51,No,One year,Fiber optic,Bank transfer (automatic),No
1452-UZOSF,106.1,7548.6,72,No,Two year,Fiber optic,Credit card (automatic),Yes
2097-YVPKN,25.75,1654.75,65,No,Two year,No,Mailed check,No
2842-JTCCU,46.05,80.35,2,Yes,Month-to-month,DSL,Bank transfer (automatic),No
8597-CTXVJ,64.95,4551.5,70,No,One year,DSL,Bank transfer (automatic),No
6631-HMANX,85.45,6227.5,72,No,Two year,DSL,Credit card (automatic),Yes
9962-BFPDU,20.05,20.05,1,No,Month-to-month,No,Mailed check,No
3296-SILRA,76.4,76.4,1,Yes,Month-to-month,Fiber optic,Mailed check,Yes
9681-OXGVC,100.5,514.0,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6394-HHHZM,20.7,57.5,3,No,Month-to-month,No,Mailed check,No
5995-LFTLE,25.3,1474.35,58,No,Two year,No,Credit card (automatic),Yes
5180-UCIIQ,40.05,880.2,22,Yes,Month-to-month,DSL,Mailed check,No
1932-UEDCX,100.6,3270.25,33,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7153-OANIO,69.95,69.95,1,Yes,Month-to-month,Fiber optic,Electronic check,No
5188-HGMLP,74.0,3919.15,54,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
0665-XHDJU,99.4,7285.7,72,No,Two year,Fiber optic,Electronic check,Yes
6521-YYTYI,93.3,93.3,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8878-HMWBV,49.15,169.05,3,Yes,Month-to-month,DSL,Electronic check,Yes
8265-HKSOW,107.45,7658.3,72,No,Two year,Fiber optic,Credit card (automatic),No
3544-FBCAS,83.6,5959.3,72,No,Two year,DSL,Credit card (automatic),Yes
5331-RGMTT,99.05,5295.7,54,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
4759-PXTAN,80.1,4693.2,59,No,One year,DSL,Electronic check,Yes
7054-DMVAS,65.3,3512.9,54,No,Two year,DSL,Bank transfer (automatic),Yes
3428-MMGUB,89.55,5231.2,60,No,Two year,Fiber optic,Electronic check,Yes
6549-BTYPG,60.8,3603.45,60,No,Two year,DSL,Credit card (automatic),No
7823-JSOAG,74.5,217.45,3,No,Month-to-month,Fiber optic,Electronic check,No
3705-RHRFR,99.15,6875.35,69,No,Two year,Fiber optic,Bank transfer (automatic),No
9374-YOLBJ,19.25,19.25,1,No,Month-to-month,No,Electronic check,No
9074-KGVOX,39.45,2021.35,50,No,Month-to-month,DSL,Credit card (automatic),Yes
6128-DAFVY,44.85,2564.95,56,No,Month-to-month,DSL,Credit card (automatic),Yes
9933-QRGTX,97.2,5611.75,60,No,Two year,Fiber optic,Electronic check,Yes
4476-OSWTN,110.55,7610.1,69,No,One year,Fiber optic,Mailed check,Yes
3751-KTZEL,35.05,35.05,1,Yes,Month-to-month,DSL,Mailed check,No
1977-STDKI,73.0,73.0,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5066-GFJMM,19.9,45.75,3,No,Month-to-month,No,Mailed check,Yes
2661-GKBTK,76.95,4543.95,60,No,Two year,DSL,Bank transfer (automatic),No
0458-HEUZG,35.4,450.4,13,No,Two year,DSL,Mailed check,No
7268-WNTCP,20.45,1297.35,62,No,Two year,No,Bank transfer (automatic),No
0824-VWDPO,96.75,4442.75,45,No,One year,Fiber optic,Bank transfer (automatic),No
8409-WQJUX,54.2,1423.15,25,No,One year,DSL,Electronic check,No
2578-JQPHZ,100.1,4378.35,44,No,Two year,Fiber optic,Bank transfer (automatic),No
3278-FSIXX,45.25,74.2,2,No,Month-to-month,DSL,Mailed check,Yes
5813-UECBU,83.85,2716.3,33,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
0328-GRPMV,70.1,70.1,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9746-UGFAC,20.85,450.65,22,No,One year,No,Bank transfer (automatic),No
2946-KIQSP,33.45,1175.85,35,No,Month-to-month,DSL,Mailed check,Yes
0625-AFOHS,20.2,558.8,29,No,Two year,No,Mailed check,No
