customerID,InternetService,Churn,tenure,MonthlyCharges,TotalCharges
3458-IDMFK,No,No,25,20.75,499.4
6933-FHBZC,DSL,No,26,56.05,1553.2
0221-NAUXK,No,No,10,19.95,219.5
9770-KXGQU,Fiber optic,No,53,98.6,5311.85
6437-UKHMV,Fiber optic,Yes,7,79.7,586.05
6538-POCHL,Fiber optic,No,33,79.0,2576.8
6726-NNFWD,Fiber optic,No,71,89.45,6435.25
3002-WQZWT,Fiber optic,No,29,74.2,1993.25
4277-UDIEF,DSL,No,24,81.0,1923.85
1208-NBVFH,DSL,No,20,49.6,939.8
4912-PIGUY,Fiber optic,No,1,84.6,84.6
1114-CENIM,DSL,Yes,54,55.0,3092.65
6060-DRTNL,Fiber optic,Yes,5,84.85,415.55
2725-TTRIQ,DSL,No,72,84.2,5986.55
3374-TTZTK,Fiber optic,No,52,106.3,5487.0
8990-ZXLSU,Fiber optic,No,9,69.05,651.5
2275-RBYQS,DSL,No,1,45.4,45.4
8473-VUVJN,Fiber optic,Yes,1,73.65,73.65
6289-CPNLD,DSL,Yes,33,73.9,2405.05
5536-SLHPM,Fiber optic,Yes,55,77.75,4458.15
4419-UJMUS,Fiber optic,No,69,99.35,6856.45
7794-JASDG,DSL,No,1,50.75,50.75
7609-YBPXG,DSL,No,54,87.1,4735.2
5519-TEEUH,No,No,33,20.15,682.15
7856-GANIL,Fiber optic,No,45,98.7,4525.8
0804-XBFBV,DSL,No,11,25.2,321.05
2676-OXPPQ,DSL,No,6,55.7,335.65
3703-TTEPD,DSL,No,21,65.35,1424.4
2799-TSLAG,No,No,65,25.3,1748.55
0196-VULGZ,Fiber optic,Yes,6,84.35,474.9
8837-VVWLQ,Fiber optic,Yes,8,84.95,668.4
2696-NARTR,Fiber optic,Yes,11,73.85,926.25
2208-NKVVH,No,No,43,24.25,1077.95
7614-QVWQL,DSL,Yes,49,51.8,2541.25
1976-CFOCS,DSL,Yes,1,46.0,46.0
4631-OACRM,Fiber optic,Yes,15,79.4,1156.1
7139-JZFVG,DSL,No,60,60.5,3694.45
4987-GQWPO,DSL,No,17,25.1,382.8
3755-JBMNH,Fiber optic,Yes,16,71.8,1167.8
1757-TCATG,No,No,35,20.05,746.75
6345-ULYRW,Fiber optic,Yes,44,88.4,3912.9
4776-XSKYQ,DSL,No,12,30.25,368.85
8048-DSDFQ,No,No,1,20.2,20.2
5753-QQWPW,DSL,No,28,59.9,1654.7
6010-DDPPW,No,No,70,25.15,1940.85
1809-DMJHQ,DSL,Yes,5,46.0,221.7
6693-FRIRW,Fiber optic,No,18,101.3,1794.65
6586-MYGKD,DSL,No,70,76.95,5289.8
3173-NVMPX,DSL,No,9,55.3,501.2
0248-PGHBZ,Fiber optic,No,67,92.45,6140.85
0623-GDISB,DSL,No,1,48.45,48.45
2892-GESUL,No,No,18,19.35,309.25
6923-EFPNL,DSL,Yes,4,51.75,201.1
7472-EQOAV,Fiber optic,No,71,86.7,6179.35
9574-RKJIF,Fiber optic,Yes,30,94.4,2838.7
2043-WVTQJ,DSL,No,1,55.7,55.7
8034-RYTVV,Fiber optic,No,55,84.25,4589.85
3863-QSTYI,DSL,No,59,64.65,3735.45
2619-WFQWU,Fiber optic,Yes,1,70.15,70.15
5044-LRQAQ,Fiber optic,No,7,69.2,477.55
1716-LSAMB,DSL,No,45,54.65,2553.7
1333-PBMXB,No,No,54,24.75,1342.15
6546-OPBBH,No,No,51,23.95,1216.35
5985-BEHZK,Fiber optic,No,72,105.0,7578.05
9127-QRZMH,DSL,No,44,59.85,2603.95
5919-VCZYM,No,No,2,20.05,42.7
9644-KVCNC,Fiber optic,No,66,92.15,6056.9
2137-DQMEV,DSL,No,68,44.8,2983.65
8174-LNWMW,No,No,31,20.9,689.35
9279-CJEOJ,Fiber optic,No,21,95.4,2025.1
7964-VEXDG,Fiber optic,No,21,80.35,1747.2
2404-JIBFC,DSL,No,55,85.1,4657.95
0778-NELLA,DSL,Yes,9,34.7,296.1
8029-XYPWT,Fiber optic,No,71,115.05,8016.6
4614-NUVZD,Fiber optic,Yes,1,81.1,81.1
4632-PAOYU,No,No,22,19.95,433.5
3803-KMQFW,No,Yes,1,20.55,20.55
6804-GDMOI,Fiber optic,Yes,61,106.6,6428.4
2990-OGYTD,DSL,No,67,86.15,5883.85
6646-JPPHA,Fiber optic,No,14,78.85,1043.8
9572-MTILT,Fiber optic,Yes,59,106.75,6252.9
7658-UYUQS,Fiber optic,No,21,86.55,1857.25
7880-XSOJX,DSL,No,4,42.4,146.4
9611-CTWIH,Fiber optic,Yes,3,89.45,240.45
4589-IUAJB,No,No,70,24.25,1724.15
0329-GTIAJ,Fiber optic,Yes,3,97.9,315.3
8746-BFOAJ,No,No,21,20.5,429.55
8457-XIGKN,No,No,20,19.6,356.15
6072-NUQCB,No,No,22,20.25,488.25
6629-CZTTH,DSL,Yes,1,55.7,55.7
8838-GPHZP,No,No,63,20.6,1298.7
8750-QWZAJ,No,No,70,19.8,1378.75
5364-EVNIB,Fiber optic,Yes,13,79.8,973.45
6918-UMQCG,Fiber optic,No,5,80.2,384.25
0675-NCDYU,Fiber optic,No,72,116.4,8543.25
6339-DKLMK,DSL,No,13,31.65,389.95
1346-PJWTK,Fiber optic,No,61,94.15,5731.85
5088-QZLRL,No,No,1,20.65,20.65
8023-QHAIO,Fiber optic,No,56,76.85,4275.75
4397-FRLTA,No,No,4,20.15,84.5
3057-VJJQE,DSL,No,35,55.25,1924.1
5087-SUURX,DSL,Yes,18,39.05,669.85
2302-OUZXB,DSL,No,72,82.15,5784.3
8133-ANHHJ,Fiber optic,No,49,103.0,5166.2
2270-CHBFN,Fiber optic,No,44,95.1,4060.55
0013-EXCHZ,Fiber optic,Yes,3,83.9,267.4
5982-FPVQN,Fiber optic,No,37,95.15,3532.85
9107-UKCKY,DSL,No,61,79.8,4914.8
4654-ULTTN,DSL,No,70,74.8,5315.8
5550-VFRLC,Fiber optic,Yes,1,69.85,69.85
5546-BYZSM,No,No,41,20.45,775.6
1492-KGETH,DSL,No,70,78.35,5445.95
4929-BSTRX,DSL,Yes,1,53.55,53.55
4163-HFTUK,No,No,51,19.1,1007.8
8215-NGSPE,No,No,42,20.0,833.55
2225-ZRGSG,Fiber optic,Yes,70,93.9,6579.05
8859-YSTWS,No,No,48,19.95,1004.5
5271-YNWVR,Fiber optic,Yes,68,113.15,7856.0
7601-DHFWZ,No,No,48,24.0,1183.05
2657-ALMWY,Fiber optic,Yes,26,84.95,2169.75
6330-JKLPC,Fiber optic,Yes,11,80.5,896.9
4667-OHGKG,No,Yes,1,19.3,19.3
1998-VHJHK,No,No,27,19.15,501.35
1707-HABPF,Fiber optic,No,46,91.3,4126.35
1660-HSOOQ,DSL,Yes,1,49.65,49.65
7253-UVNDW,DSL,Yes,46,54.35,2460.15
0487-VVUVK,No,No,25,19.15,477.6
7228-OMTPN,Fiber optic,Yes,4,88.45,370.65
5063-IUOKK,No,No,13,19.75,265.75
4508-OEBEY,DSL,No,31,75.5,2424.45
0027-KWYKW,Fiber optic,No,23,83.75,1849.95
2308-STERM,No,No,2,19.4,61.05
5982-XMDEX,No,No,65,26.5,1698.55
6284-AHOOQ,Fiber optic,Yes,22,90.5,1910.6
6051-PTVNS,No,No,55,19.15,998.1
2344-JMOGN,Fiber optic,Yes,9,94.85,890.6
3799-ISUZQ,Fiber optic,Yes,7,69.95,529.5
2877-VDUER,DSL,No,35,40.9,1383.6
9152-AMKAK,DSL,No,6,80.25,493.4
1794-HBQTJ,DSL,Yes,1,48.6,48.6
9432-VOFYX,Fiber optic,No,17,70.8,1207.0
8049-WJCLQ,DSL,No,10,60.2,563.5
6586-PSJOX,DSL,No,15,55.2,864.55
2460-FPSYH,DSL,Yes,40,55.8,2109.35
9705-ZJBCG,DSL,No,13,54.15,701.05
4818-DRBQT,Fiber optic,Yes,29,80.15,2265.25
1320-HTRDR,Fiber optic,Yes,3,75.5,220.6
6847-KJLTS,Fiber optic,No,58,100.4,5749.8
9670-BPNXF,DSL,No,45,62.55,2796.45
3913-FCUUW,DSL,No,72,70.45,5165.7
3301-VKTGC,Fiber optic,No,68,85.5,5696.6
1493-AMTIE,No,Yes,1,20.2,20.2
9555-SAHUZ,DSL,No,38,54.5,2076.05
0816-TSPHQ,No,No,2,20.75,44.2
9932-WBWIK,No,No,11,20.35,215.25
4619-EVPHY,Fiber optic,No,20,91.0,1859.5
5286-YHCVC,Fiber optic,No,72,104.8,7470.1
6424-ELEYH,Fiber optic,Yes,3,74.75,229.5
4391-RESHN,Fiber optic,Yes,23,104.05,2470.1
9115-YQHGA,DSL,No,40,51.1,2092.9
4462-CYWMH,Fiber optic,No,62,89.8,5629.55
8963-MQVYN,No,No,22,20.55,469.85
2458-EOMRE,DSL,No,11,64.05,733.95
9334-GWGOW,Fiber optic,No,7,74.85,485.25
6821-BUXUX,Fiber optic,Yes,13,96.65,1244.5
5028-HTLJB,No,Yes,1,20.05,20.05
9801-GDWGV,Fiber optic,Yes,39,103.45,3994.45
6542-LWGXJ,DSL,No,3,25.0,78.25
5567-GZKQY,No,No,58,20.3,1131.5
1222-LRYKO,No,No,6,26.35,184.05
2320-JRSDE,No,Yes,1,19.9,19.9
2087-QAREY,DSL,No,22,54.7,1178.75
0601-WZHJF,DSL,Yes,14,46.35,667.7
4423-JWZJN,Fiber optic,No,64,90.25,5629.15
5143-WMWOG,No,Yes,1,19.95,19.95
6490-FGZAT,No,No,6,20.65,109.3
5393-RXQSZ,Fiber optic,Yes,1,79.6,79.6
7452-FOLON,No,No,39,25.45,958.45
2320-TZRRH,No,No,20,19.5,403.15
0231-LXVAP,Fiber optic,Yes,1,75.9,75.9
9444-JTXHZ,Fiber optic,Yes,1,76.2,76.2
4942-VZZOM,DSL,No,64,66.15,4392.5
5510-BOIUJ,No,Yes,1,19.25,19.25
7502-BNYGS,DSL,No,46,69.1,3168.0
4291-HYEBC,DSL,No,28,39.1,1096.6
6147-CBCRA,No,No,33,20.05,669.45
6047-SUHPR,DSL,No,39,59.8,2343.85
4471-KXAUH,Fiber optic,Yes,42,84.3,3588.4
9752-ZNQUT,DSL,No,1,48.6,48.6
7638-QVMVY,Fiber optic,Yes,7,79.0,522.95
1576-PFZIW,Fiber optic,No,70,105.35,7511.9
5666-MBJPT,No,No,65,25.1,1725.0
7312-XSBAT,DSL,No,1,49.75,49.75
3096-GKWEB,Fiber optic,No,18,94.75,1691.9
2371-JQHZZ,Fiber optic,No,24,93.0,2248.05
0674-GCDXG,DSL,No,63,71.9,4479.2
1121-QSIVB,DSL,No,44,77.55,3471.1
4396-KLSEH,No,No,4,19.85,63.0
3244-DCJWY,Fiber optic,Yes,1,70.25,70.25
2824-MYYBN,Fiber optic,No,37,95.25,3314.15
0875-CABNR,Fiber optic,Yes,10,84.6,865.55
6345-HOVES,DSL,No,34,25.05,852.7
8318-LCNBW,DSL,No,35,53.15,1930.9
6469-QJKZW,No,No,4,20.15,91.4
0147-ESWWR,Fiber optic,No,39,101.25,3949.15
1217-VASWC,Fiber optic,No,43,100.55,4304.0
7812-FZHPE,No,Yes,17,24.1,409.9
6370-ZVHDV,No,No,61,25.3,1554.9
5915-DGNVC,DSL,No,49,71.8,3472.05
6260-XLACS,No,No,4,19.7,117.8
3566-CAAYU,DSL,No,64,49.85,3210.35
4983-CCWMC,Fiber optic,No,3,69.6,207.4
9103-CXVOK,No,No,1,19.75,19.75
2896-TBNBE,Fiber optic,No,40,80.8,3132.75
4797-AXPXK,DSL,Yes,1,60.0,60.0
5229-PRWKT,Fiber optic,Yes,8,86.55,649.65
6982-UQZLY,No,Yes,1,20.85,20.85
2522-WLNSF,DSL,No,34,64.2,2106.3
3841-CONLJ,DSL,No,1,35.0,35.0
5057-LCOUI,DSL,Yes,39,50.75,2011.4
0193-ESZXP,Fiber optic,Yes,58,105.5,6205.5
4475-NVTLU,No,No,45,19.2,903.7
4369-HTUIF,Fiber optic,Yes,6,85.15,503.6
9386-LDCZR,Fiber optic,No,43,90.65,3882.3
9585-KKMFD,No,No,41,20.0,879.8
5399-ZIMKF,Fiber optic,No,5,74.65,383.65
0336-KXKFK,DSL,No,72,61.2,4390.25
5619-XZZKR,No,No,4,19.95,68.2
3948-FVVRP,DSL,No,9,54.8,452.8
5327-XOKKY,DSL,No,72,73.45,5329.0
0983-TATYJ,DSL,No,33,51.45,1758.9
1813-JYWTO,Fiber optic,No,72,80.45,5737.6
0156-FVPTA,DSL,Yes,22,54.2,1152.7
1984-FCOWB,Fiber optic,Yes,70,109.5,7674.55
0654-HMSHN,Fiber optic,Yes,21,104.4,2157.95
6719-OXYBR,Fiber optic,No,15,85.3,1219.85
3312-ZWLGF,Fiber optic,No,29,79.3,2414.55
6476-YHMGA,DSL,No,15,76.5,1155.6
5287-QWLKY,Fiber optic,Yes,71,105.1,7548.1
0795-XCCTE,No,No,72,25.4,1809.35
0168-XZKBB,Fiber optic,No,19,86.85,1564.4
3785-NRHYR,No,No,1,19.65,19.65
5196-SGOAK,Fiber optic,Yes,1,75.7,75.7
4537-DKTAL,DSL,No,2,45.55,84.4
7072-MBHEV,Fiber optic,No,11,78.1,864.85
5602-BVFMK,No,No,12,19.3,228.75
6297-NOOPG,Fiber optic,No,70,110.5,7752.05
1891-UAWWU,Fiber optic,Yes,20,90.8,1951.0
8204-TIFGJ,No,No,23,20.3,470.6
8050-DVOJX,DSL,No,49,81.35,4060.9
6108-OQZDQ,Fiber optic,Yes,4,97.95,384.5
0363-QJVFX,Fiber optic,Yes,32,108.15,3432.9
8903-XEBGX,DSL,No,2,55.3,108.65
8169-SAEJD,DSL,No,69,56.55,3952.65
9840-DVNDC,Fiber optic,Yes,6,80.5,463.05
1089-XZWHH,No,No,24,19.7,494.05
2325-WINES,Fiber optic,No,32,104.05,3416.85
6064-ZATLR,DSL,No,27,52.85,1498.65
3096-JRDSO,Fiber optic,Yes,27,104.3,2867.75
7824-PANSQ,Fiber optic,No,58,80.65,4807.35
8042-JVNFH,Fiber optic,Yes,1,71.35,71.35
9648-BCHKM,No,No,18,24.65,471.35
2888-ADFAO,No,No,47,21.3,1041.8
8707-HOEDG,Fiber optic,No,70,110.2,7689.8
3374-LXDEV,Fiber optic,Yes,13,89.4,1132.35
4072-IPYLT,DSL,No,36,51.05,1815.0
7167-PCEYD,No,No,67,19.8,1311.3
4936-YPJNK,No,No,10,19.9,199.45
1580-BMCMR,Fiber optic,No,19,87.3,1637.3
4817-KEQSP,No,No,71,19.85,1326.35
6408-WHTEF,DSL,No,72,89.4,6376.55
9251-AWQGT,No,No,48,20.0,935.9
8749-CLJXC,No,No,1,20.05,20.05
7989-VCQOH,DSL,No,18,83.25,1611.15
5049-GLYVG,No,Yes,1,20.6,20.6
4199-QHJNM,Fiber optic,No,67,102.9,6989.7
8882-TLVRW,DSL,No,69,39.1,2779.5
5883-GTGVD,Fiber optic,Yes,19,99.95,1931.75
5135-GRQJV,Fiber optic,No,72,114.5,8331.95
2384-OVPSA,No,No,38,20.2,735.9
1371-WEPDS,DSL,No,40,55.8,2283.3
3580-GICBM,No,No,61,24.2,1445.2
4817-QRJSX,Fiber optic,Yes,10,81.0,818.05
9730-DRTMJ,DSL,No,32,72.8,2333.05
4686-UXDML,Fiber optic,No,21,99.85,1992.55
3349-ANQNH,Fiber optic,No,59,99.5,5890.0
2398-YPMUR,Fiber optic,Yes,13,70.15,916.75
0932-YIXYU,No,No,47,20.25,1029.8
7480-SPLEF,No,No,69,26.0,1796.55
7636-XUHWW,No,No,2,19.9,33.7
1431-CYWMH,No,No,22,19.05,454.05
5937-EORGB,Fiber optic,No,15,96.5,1392.25
6349-JDHQP,No,No,53,19.85,1049.6
5539-HIVAK,No,No,28,25.7,734.6
5847-MXBEO,No,No,22,20.3,475.1
9985-MWVIX,Fiber optic,Yes,1,70.15,70.15
4583-PARNH,Fiber optic,No,16,91.55,1540.05
1116-FRYVH,DSL,No,48,39.4,1978.65
1421-HCERK,Fiber optic,No,30,105.7,3181.8
9633-XQABV,Fiber optic,No,3,70.25,229.7
0716-BQNDX,Fiber optic,No,57,93.75,5625.55
1265-XTECC,Fiber optic,Yes,68,96.55,6581.9
1183-CANVH,DSL,No,23,60.0,1347.15
1972-XMUWV,DSL,No,65,59.8,3808.2
8679-LZBMD,Fiber optic,No,44,90.65,3974.15
3407-JMJQQ,Fiber optic,No,71,109.0,7661.8
6252-DFGTK,DSL,No,37,68.1,2479.25
1539-LNKHM,No,No,12,20.4,266.6
8645-KOMJQ,DSL,No,69,81.95,5601.4
0289-IVARM,DSL,No,35,60.55,1982.6
9761-XUJWD,DSL,No,5,65.6,339.9
4057-FKCZK,Fiber optic,No,58,82.5,4828.05
4291-TPNFG,DSL,No,72,82.3,5980.55
6087-YPWHO,DSL,No,72,68.15,4808.7
3090-QFUVD,No,No,1,20.3,20.3
2237-ZFSMY,Fiber optic,Yes,39,95.55,3692.85
1722-LDZJS,No,No,53,20.2,1068.15
1818-ESQMW,Fiber optic,No,27,89.2,2383.6
4871-JTKJF,Fiber optic,Yes,1,69.65,69.65
1415-YFWLT,Fiber optic,Yes,1,89.3,89.3
7401-RUBNK,Fiber optic,No,18,74.8,1438.05
0506-YLVKJ,No,No,46,20.2,917.45
8661-BOYNW,DSL,No,72,84.4,6096.45
6711-VTNRE,Fiber optic,Yes,36,87.55,3078.1
4815-GBTCD,DSL,No,4,25.15,99.95
2805-AUFQN,No,No,25,19.8,475.2
0980-PVMRC,DSL,No,40,50.85,2036.55
7233-DRTRF,Fiber optic,No,63,102.4,6444.05
3500-RMZLT,Fiber optic,Yes,15,96.3,1426.75
3873-NFTGI,DSL,No,14,55.5,767.55
1162-ECVII,Fiber optic,No,72,109.75,7932.5
7048-GXDAY,Fiber optic,No,39,106.4,4040.65
8571-ZCMCX,DSL,No,47,60.0,2768.65
1169-WCVAK,Fiber optic,No,19,88.8,1672.35
4548-SDBKE,Fiber optic,Yes,5,85.2,474.8
8066-POXGX,DSL,Yes,13,35.1,446.1
7129-CAKJW,Fiber optic,No,17,80.05,1345.65
8695-ARGXZ,Fiber optic,No,34,75.55,2425.4
3570-YUEKJ,DSL,No,42,49.55,2077.95
4143-OOBWZ,Fiber optic,Yes,5,81.3,416.3
1555-HAPSU,No,No,71,23.9,1663.5
1697-NVVGY,DSL,No,19,66.4,1286.05
7854-EKTJL,No,Yes,2,19.6,35.85
8464-EETCQ,No,No,57,18.8,1094.35
2419-FSORS,Fiber optic,No,72,108.4,7719.5
8132-YPVBX,Fiber optic,No,6,85.95,514.6
9102-IAYHT,Fiber optic,Yes,17,85.45,1451.6
6754-LZUKA,DSL,No,61,80.9,4932.5
3422-LYEPQ,Fiber optic,Yes,1,71.0,71.0
8099-MZPUJ,Fiber optic,No,48,111.8,5443.65
0787-LHDYT,No,No,16,20.6,330.25
2642-DTVCO,Fiber optic,Yes,9,85.05,746.5
0374-IOEGQ,DSL,No,3,44.6,122.7
4361-JEIVL,DSL,Yes,1,44.4,44.4
3197-NNYNB,Fiber optic,No,65,105.1,6631.85
3396-DKDEL,Fiber optic,No,70,115.15,8250.0
1752-OZXFY,DSL,No,60,59.8,3561.15
9066-QRSDU,No,No,69,26.3,1763.55
9112-WSNPU,Fiber optic,No,35,70.55,2419.0
9867-NNXLC,No,No,22,20.05,470.2
5321-NTRKC,DSL,No,66,79.85,5234.95
1363-TXLSL,Fiber optic,Yes,1,70.3,70.3
9507-EXLTT,Fiber optic,Yes,1,79.35,79.35
3161-GETRM,Fiber optic,No,34,90.05,3097.0
0402-OAMEN,No,No,72,24.45,1709.1
6933-VLYFX,DSL,No,31,59.95,1848.8
6754-WKSHP,No,No,30,25.35,723.3
9846-GKXAS,Fiber optic,Yes,9,90.8,809.75
6017-PPLPX,Fiber optic,Yes,20,70.45,1470.95
4976-LNFVV,DSL,No,19,34.3,577.15
5055-MGMGF,Fiber optic,No,65,105.05,6914.95
4641-FROLU,No,No,30,19.3,602.9
2862-JVEOY,No,No,6,19.15,124.4
2969-QWUBZ,DSL,No,2,51.4,96.8
9822-BIIGN,DSL,No,53,71.85,3827.9
2077-MPJQO,Fiber optic,No,7,75.4,533.05
1534-OULXE,DSL,No,61,49.7,2961.4
7136-RVDTZ,DSL,Yes,70,45.25,3264.45
2971-SGAFL,DSL,No,13,78.75,995.35
1480-IVEVR,Fiber optic,No,35,81.6,2815.25
2905-KFQUV,Fiber optic,No,2,70.4,154.8
4581-SSPWD,Fiber optic,Yes,3,75.8,246.3
3370-HXOPH,Fiber optic,No,3,76.1,257.6
9391-YZEJW,Fiber optic,No,62,94.0,5757.2
9958-MEKUC,Fiber optic,No,72,103.95,7517.7
0281-CNTZX,No,No,63,19.95,1234.8
6927-WTFIV,Fiber optic,Yes,20,71.3,1389.2
4118-CEVPF,Fiber optic,No,35,110.8,3836.3
3398-ZOUAA,Fiber optic,Yes,21,69.1,1474.75
9114-VEPUF,Fiber optic,No,62,96.1,6001.45
7876-BEUTG,DSL,No,15,48.8,720.1
2338-BQEZT,DSL,No,55,50.55,2832.75
9873-MNDKV,DSL,No,11,44.65,472.25
0378-NHQXU,Fiber optic,Yes,17,88.25,1460.65
8241-JUIQO,No,No,61,19.45,1336.35
2194-IIQOF,DSL,No,71,89.3,6388.65
4512-ZUIYL,Fiber optic,Yes,2,70.0,153.05
9631-RXVJM,No,No,35,19.25,677.9
9584-EXCDZ,Fiber optic,No,17,70.5,1165.6
7969-AULMZ,Fiber optic,Yes,21,97.35,2119.5
5093-FEGLU,No,No,47,19.65,921.55
2621-UDNLU,No,No,3,20.85,72.0
7526-IVLYU,No,No,3,19.65,68.35
2428-HYUNX,No,No,44,19.35,847.25
9214-EKVXR,DSL,No,1,44.0,44.0
3410-MHHUM,Fiber optic,No,44,94.4,4295.35
0568-ONFPC,No,Yes,5,25.9,135.0
0733-VUNUW,DSL,Yes,24,55.65,1400.55
4550-EVXNY,Fiber optic,Yes,1,69.65,69.65
2122-YWVYA,Fiber optic,No,18,75.4,1380.4
2968-SSGAA,Fiber optic,Yes,10,100.6,1060.2
2296-DKZFP,DSL,No,65,71.0,4386.2
4844-JJWUY,Fiber optic,Yes,1,86.0,86.0
6777-TGHTM,Fiber optic,Yes,53,106.95,5785.5
8909-BOLNL,No,No,3,21.2,52.05
6603-YRDCJ,DSL,No,33,61.05,2018.4
3538-WZPHD,DSL,Yes,3,29.6,79.45
3229-USWAR,DSL,No,34,79.95,2727.3
2138-VFAPZ,No,No,14,19.7,263.65
6131-JLWZM,No,No,13,20.3,275.4
4785-QRJHC,DSL,Yes,46,59.9,2816.65
0269-XFESX,No,No,23,24.35,538.5
1709-EJDOX,No,No,47,19.75,948.9
4316-XCSLJ,DSL,No,17,50.3,846.8
8610-WFCJF,Fiber optic,Yes,49,95.6,4783.5
9693-XMUOB,DSL,No,59,50.25,2997.45
0383-CLDDA,DSL,No,69,85.35,5897.4
4905-JEFDW,DSL,Yes,11,41.6,470.6
2709-UQGNP,DSL,No,10,51.65,524.5
3549-ZTMNH,No,No,12,24.0,269.65
7881-INRLC,Fiber optic,Yes,45,100.85,4740.0
8033-ATFAS,DSL,No,39,59.85,2341.5
1635-NZATJ,No,No,71,25.45,1789.65
0562-HKHML,No,No,71,23.9,1626.4
8277-RVRSV,No,No,33,24.15,800.3
9943-VSZUV,Fiber optic,No,67,75.7,5060.85
0117-LFRMW,DSL,Yes,37,40.2,1448.8
6172-FECYY,Fiber optic,Yes,49,84.5,4254.85
7054-ENNGU,DSL,No,9,50.85,466.6
1455-HFBXA,Fiber optic,No,52,91.6,4627.8
9402-CXWPL,Fiber optic,No,70,98.9,6838.6
1628-BIZYP,Fiber optic,No,1,85.0,85.0
1965-AKTSX,Fiber optic,Yes,14,78.95,1101.85
0082-LDZUE,DSL,No,1,44.3,44.3
4786-UKSNZ,No,Yes,1,20.2,20.2
5343-SGUBI,Fiber optic,No,52,80.2,4297.6
0856-NAOES,DSL,No,6,60.9,414.1
1976-AZZPJ,DSL,No,7,34.2,256.6
7248-VZQLC,Fiber optic,Yes,47,85.2,3969.35
6156-UZDLF,Fiber optic,No,26,87.15,2274.1
3099-OONVS,DSL,No,25,54.3,1296.8
9500-WBGRP,No,No,69,19.1,1268.85
5183-KLYEM,Fiber optic,No,72,112.75,8192.6
5144-PQCDZ,No,No,4,19.95,59.25
8514-VZHEB,No,No,59,19.5,1147.85
6625-IUTTT,DSL,No,67,65.55,4361.55
9355-NPPFS,Fiber optic,No,26,78.8,2006.1
0068-FIGTF,DSL,No,27,78.2,2078.95
5965-GGPRW,Fiber optic,No,72,105.25,7609.75
8035-PWSEV,Fiber optic,No,6,89.25,487.05
2236-HILPA,No,No,62,20.65,1218.45
1840-BIUOG,DSL,No,20,68.7,1416.2
1356-MKYSK,DSL,No,6,78.65,483.3
6080-LNESI,No,No,51,24.75,1234.6
1830-IPXVJ,No,No,61,19.75,1311.6
5828-DWPIL,Fiber optic,No,62,89.1,5618.3
8398-TBIYD,Fiber optic,No,72,84.7,6185.15
0011-IGKFF,Fiber optic,Yes,13,98.0,1237.85
4192-GORJT,Fiber optic,Yes,5,94.45,498.1
6496-SLWHQ,Fiber optic,Yes,3,105.0,294.45
9912-GVSEQ,Fiber optic,Yes,26,93.85,2381.55
2931-FSOHN,DSL,No,13,59.9,788.35
9418-RUKPH,No,No,38,19.95,756.4
5383-MMTWC,Fiber optic,Yes,8,84.0,613.4
9971-ZWPBF,Fiber optic,No,34,108.9,3625.2
4712-AUQZO,DSL,No,18,33.6,550.35
9711-FJTBX,Fiber optic,No,56,85.85,4793.8
2908-ZTPNF,DSL,No,36,34.85,1267.2
7240-ETPTR,DSL,Yes,9,48.75,442.2
2202-CUYXZ,Fiber optic,Yes,1,84.85,84.85
5995-OIGLP,DSL,Yes,12,56.65,654.85
8421-WZOOW,Fiber optic,No,57,95.3,5567.45
6261-RCVNS,DSL,Yes,42,73.9,3160.55
7951-QKZPL,No,Yes,33,24.5,740.3
1414-YADCW,Fiber optic,No,70,84.6,5706.2
8756-RDDLT,DSL,No,68,44.95,3085.35
2862-PFNIK,DSL,No,1,24.7,24.7
5816-QVHRX,Fiber optic,No,37,100.3,3541.4
4430-YHXGG,No,No,4,25.45,84.2
6888-SBYAI,DSL,No,1,50.7,50.7
7395-XWZOY,DSL,No,20,55.0,1165.55
7169-YWAMK,DSL,No,72,68.4,4855.35
3640-PHQXK,Fiber optic,Yes,31,89.9,2806.9
6877-LGWXO,Fiber optic,Yes,18,78.55,1422.65
6859-RKMZJ,DSL,No,11,55.05,608.15
2729-VNVAP,No,No,33,19.8,641.35
2957-JIRMN,Fiber optic,No,62,84.45,4959.15
2049-BAFNW,DSL,No,1,35.9,35.9
3842-QTGDL,Fiber optic,No,16,80.75,1321.3
7163-OCEQI,DSL,No,22,78.65,1663.75
9782-LGXMC,DSL,No,49,61.75,3024.15
5975-BAICR,DSL,No,36,63.7,2188.5
8019-ENHXU,Fiber optic,Yes,42,99.45,4138.05
5167-GBFRE,DSL,Yes,4,25.2,102.5
9033-EOXWV,DSL,Yes,12,74.05,872.65
4673-KKSLS,Fiber optic,No,31,87.6,2724.25
4853-OITSN,Fiber optic,No,5,89.15,413.25
9800-OUIGR,No,No,66,20.0,1374.2
1324-NLTJE,DSL,Yes,15,55.0,757.1
2324-EFHVG,Fiber optic,No,64,104.4,6692.65
7094-MSZAO,No,No,10,20.05,218.5
1522-VVDMG,Fiber optic,Yes,7,89.75,608.8
6907-CQGPN,DSL,No,29,34.3,1004.75
0780-XNZFN,No,No,57,20.65,1125.6
0239-OXEXL,Fiber optic,No,46,84.25,3847.6
2675-IJRGJ,No,No,53,19.65,978.0
7049-GKVZY,DSL,No,17,79.85,1387.35
8577-QSOCG,No,No,38,20.2,746.05
3721-CNZHX,No,No,15,19.8,304.6
