Contract,tenure,MonthlyCharges,Churn
Month-to-month,14,74.95,Yes
Month-to-month,32,74.4,Yes
One year,11,20.0,No
Month-to-month,1,25.0,No
Month-to-month,38,80.45,No
Two year,9,19.75,No
Two year,54,65.65,No
One year,29,71.0,No
Month-to-month,44,89.2,No
Two year,59,86.75,No
Month-to-month,3,55.3,Yes
One year,18,61.5,No
Two year,67,25.1,No
Month-to-month,22,55.15,Yes
One year,33,34.05,No
Month-to-month,5,19.95,No
Month-to-month,2,19.95,No
Two year,72,89.7,No
Month-to-month,9,20.4,No
Two year,67,26.3,No
Month-to-month,16,84.95,Yes
Month-to-month,8,20.7,No
Month-to-month,5,43.25,Yes
One year,23,48.35,Yes
Month-to-month,1,79.55,Yes
Month-to-month,50,71.05,Yes
Two year,17,19.45,No
Two year,68,110.8,No
Month-to-month,1,84.5,Yes
Month-to-month,25,69.3,No
One year,67,49.35,No
One year,32,20.35,No
One year,67,105.6,No
Two year,72,64.45,No
Two year,71,108.6,Yes
Month-to-month,1,49.9,No
Month-to-month,46,30.3,Yes
Month-to-month,2,30.4,Yes
Month-to-month,1,45.4,Yes
One year,48,65.65,No
One year,61,103.3,No
Month-to-month,32,84.15,Yes
Month-to-month,2,44.45,No
Month-to-month,3,19.75,Yes
Month-to-month,5,85.4,Yes
Two year,71,89.9,No
Month-to-month,37,55.05,No
Two year,65,104.1,No
One year,67,106.6,No
Month-to-month,49,75.2,Yes
Two year,50,70.5,No
One year,25,19.6,No
One year,17,55.85,Yes
Two year,64,24.05,No
One year,25,38.1,No
Month-to-month,23,106.4,Yes
Month-to-month,24,34.25,No
Month-to-month,37,100.05,No
Month-to-month,21,68.65,No
Month-to-month,1,45.8,No
Month-to-month,10,75.75,No
Month-to-month,6,84.4,Yes
One year,51,96.4,No
Month-to-month,10,20.55,No
Month-to-month,6,50.95,No
Two year,47,90.5,No
One year,61,79.4,No
Two year,52,58.75,No
Month-to-month,35,59.45,No
One year,71,105.7,No
Month-to-month,6,56.25,Yes
Two year,45,53.3,No
Month-to-month,2,85.55,Yes
Month-to-month,4,68.65,Yes
Month-to-month,2,24.3,No
Month-to-month,4,77.85,Yes
One year,51,59.9,No
One year,60,23.95,No
One year,9,20.15,No
Month-to-month,3,105.35,Yes
Month-to-month,17,95.65,No
Month-to-month,8,87.05,Yes
Two year,46,81.0,No
Two year,68,82.45,No
Month-to-month,1,53.5,Yes
One year,4,20.5,No
Month-to-month,1,25.1,Yes
One year,28,54.4,No
One year,39,58.6,No
Month-to-month,11,84.8,No
Two year,71,61.4,No
Month-to-month,2,20.4,No
Month-to-month,30,79.65,Yes
One year,17,20.15,No
Month-to-month,55,94.45,No
Month-to-month,58,79.8,No
Month-to-month,5,54.2,Yes
Month-to-month,1,19.45,Yes
Month-to-month,9,74.05,No
Month-to-month,26,49.15,No
Two year,50,19.4,No
Two year,72,113.65,No
One year,43,106.0,No
Two year,56,25.95,No
Month-to-month,1,19.1,No
Two year,72,103.4,Yes
Two year,72,100.55,No
Month-to-month,36,95.4,No
Month-to-month,5,75.15,No
Month-to-month,13,84.45,Yes
One year,44,89.15,No
One year,70,107.9,No
One year,44,19.5,No
Month-to-month,32,85.95,Yes
Two year,69,24.95,No
Month-to-month,16,59.4,Yes
One year,68,19.5,No
Month-to-month,16,69.95,No
Two year,68,82.85,No
Month-to-month,4,19.0,No
Month-to-month,26,38.85,No
Month-to-month,29,30.6,Yes
Month-to-month,5,20.35,No
One year,70,95.0,No
One year,24,74.4,No
Two year,72,78.45,No
Month-to-month,1,74.3,No
One year,70,51.05,No
Month-to-month,36,19.2,No
Month-to-month,38,99.55,Yes
Month-to-month,17,70.0,Yes
One year,41,109.1,No
Month-to-month,1,45.3,Yes
Month-to-month,2,29.85,Yes
Month-to-month,14,76.45,No
Month-to-month,2,95.1,Yes
Month-to-month,1,19.8,Yes
Month-to-month,13,72.8,No
Month-to-month,6,18.95,No
Month-to-month,4,76.65,Yes
Month-to-month,5,99.15,Yes
Month-to-month,15,101.75,No
Month-to-month,47,75.45,No
Month-to-month,8,64.1,No
Month-to-month,17,25.65,No
Month-to-month,15,75.1,No
One year,26,95.85,No
Month-to-month,23,54.4,No
Month-to-month,4,72.75,No
One year,29,19.85,No
Month-to-month,25,19.05,No
Month-to-month,9,44.95,Yes
Month-to-month,18,49.55,Yes
Month-to-month,3,94.85,No
Two year,69,46.25,No
One year,14,19.35,No
Month-to-month,19,69.6,No
Month-to-month,39,90.7,No
Month-to-month,31,101.4,No
One year,24,20.25,No
Month-to-month,14,48.8,No
Two year,64,74.35,No
One year,50,19.35,No
One year,52,68.75,No
One year,28,100.2,No
Two year,21,20.85,No
Month-to-month,25,95.9,Yes
One year,17,19.35,No
One year,58,45.0,No
Month-to-month,17,81.5,Yes
Two year,51,25.5,No
Two year,72,48.9,No
Month-to-month,52,84.1,Yes
Two year,27,19.6,No
Month-to-month,3,20.0,No
Two year,64,81.3,No
Two year,45,95.2,No
Month-to-month,3,36.45,Yes
Two year,71,83.3,No
Month-to-month,1,25.05,Yes
Two year,58,20.3,No
Month-to-month,34,89.85,No
Month-to-month,8,49.85,Yes
Month-to-month,15,19.8,No
Two year,66,54.65,No
Month-to-month,12,29.35,No
Two year,58,19.15,No
Two year,3,19.1,No
Month-to-month,43,55.55,Yes
Month-to-month,9,80.55,No
One year,3,20.25,No
One year,22,69.5,Yes
One year,40,106.0,No
Two year,68,25.5,No
Month-to-month,54,104.3,Yes
Two year,50,79.6,No
Month-to-month,1,55.25,No
Two year,72,88.05,No
One year,40,20.4,No
Two year,72,117.6,No
Month-to-month,6,20.0,No
Month-to-month,5,19.65,No
One year,48,70.55,No
Month-to-month,1,93.85,Yes
One year,64,65.8,No
One year,17,20.05,No
Month-to-month,40,80.0,No
One year,41,35.4,No
One year,51,79.6,No
Month-to-month,41,80.25,No
Month-to-month,1,50.45,Yes
Month-to-month,2,20.45,No
One year,68,79.6,No
Two year,24,24.7,No
Two year,70,77.3,No
Month-to-month,3,29.75,No
Month-to-month,2,44.9,No
Month-to-month,3,29.8,No
Month-to-month,7,74.65,Yes
Month-to-month,13,71.95,No
Month-to-month,7,20.75,No
Month-to-month,12,56.3,No
One year,53,105.25,No
Month-to-month,12,94.2,Yes
Two year,63,19.55,No
Month-to-month,15,84.45,No
One year,36,53.65,No
Month-to-month,4,29.9,No
Two year,24,19.7,No
One year,61,43.7,No
Month-to-month,16,55.3,No
Two year,65,19.85,No
Two year,26,19.65,No
Month-to-month,16,49.45,No
One year,54,106.55,Yes
Month-to-month,1,20.1,Yes
Two year,5,20.45,No
Month-to-month,19,39.7,No
Month-to-month,10,54.5,No
Month-to-month,23,83.8,Yes
Month-to-month,3,55.15,Yes
Two year,72,111.6,No
Month-to-month,10,86.65,Yes
Month-to-month,10,55.55,No
One year,11,20.55,No
Month-to-month,37,106.75,Yes
One year,17,62.1,No
Month-to-month,36,104.5,No
Month-to-month,17,101.8,No
One year,66,110.6,No
One year,61,84.9,No
Month-to-month,22,93.2,No
Month-to-month,1,24.4,No
Month-to-month,6,70.55,No
Month-to-month,31,78.45,Yes
Two year,68,85.0,No
Month-to-month,34,87.45,Yes
Month-to-month,52,85.8,No
Month-to-month,10,91.1,No
Month-to-month,29,70.75,Yes
Two year,72,20.1,No
One year,47,20.05,No
One year,24,74.8,No
One year,65,24.8,No
Month-to-month,4,100.85,No
Month-to-month,12,101.35,Yes
Month-to-month,1,81.7,Yes
Month-to-month,33,68.25,Yes
Month-to-month,34,105.1,No
Two year,14,20.4,No
Month-to-month,4,79.15,Yes
One year,13,20.0,No
Two year,65,79.4,No
One year,23,57.2,No
Two year,55,58.6,No
Two year,49,94.8,No
One year,60,102.5,No
One year,69,20.35,No
Month-to-month,40,84.9,No
Two year,67,69.2,No
Month-to-month,35,95.45,Yes
One year,19,100.95,Yes
Two year,13,20.85,No
Month-to-month,41,88.5,No
Month-to-month,4,35.0,No
Month-to-month,24,55.15,No
Month-to-month,5,50.95,No
Month-to-month,5,64.0,No
Month-to-month,1,69.1,Yes
Two year,72,80.2,No
Month-to-month,24,49.3,No
Two year,42,84.35,No
Month-to-month,4,20.05,No
One year,68,117.2,No
One year,33,20.1,No
Month-to-month,1,69.6,Yes
One year,31,103.45,Yes
Month-to-month,4,77.95,Yes
Two year,69,109.95,No
Month-to-month,38,94.75,No
Month-to-month,3,80.0,No
Two year,48,79.65,No
Two year,15,25.2,No
One year,25,19.9,No
Month-to-month,1,78.45,Yes
Month-to-month,48,44.8,No
Month-to-month,1,20.3,No
Month-to-month,1,19.2,No
One year,37,80.05,No
One year,66,107.35,No
One year,26,47.85,No
One year,63,70.8,No
Month-to-month,10,29.5,Yes
Month-to-month,2,70.75,Yes
Month-to-month,18,59.1,No
Two year,64,25.55,No
Month-to-month,9,84.45,Yes
Month-to-month,28,20.25,No
Month-to-month,1,75.55,No
Month-to-month,4,85.65,Yes
One year,38,70.15,Yes
One year,66,95.3,No
Month-to-month,1,70.25,No
Month-to-month,18,50.3,No
Month-to-month,51,97.8,Yes
Month-to-month,1,46.3,Yes
Two year,12,19.35,No
Month-to-month,41,106.3,Yes
Month-to-month,12,25.0,No
Two year,55,20.3,No
Month-to-month,7,75.35,No
Month-to-month,12,89.4,Yes
Two year,68,88.0,No
Month-to-month,5,83.15,Yes
Month-to-month,49,43.8,No
One year,40,62.05,No
One year,16,20.1,No
Month-to-month,10,74.15,Yes
One year,72,101.35,No
Month-to-month,2,84.05,No
Two year,23,20.9,No
One year,71,105.9,No
Month-to-month,11,99.5,Yes
Month-to-month,1,44.15,Yes
Month-to-month,16,53.9,Yes
Month-to-month,1,85.45,Yes
Month-to-month,12,85.05,No
One year,54,44.1,No
Two year,68,90.2,No
Month-to-month,4,50.85,Yes
Month-to-month,1,59.2,Yes
Month-to-month,27,53.45,No
Month-to-month,21,19.95,No
Month-to-month,13,83.2,Yes
Month-to-month,64,74.65,No
Month-to-month,1,54.9,Yes
Two year,57,57.5,No
Month-to-month,21,103.9,Yes
Two year,19,19.65,No
One year,31,93.8,No
Two year,52,89.25,No
One year,46,94.15,No
Month-to-month,11,55.6,No
Month-to-month,53,48.7,No
Month-to-month,11,19.25,Yes
Month-to-month,57,104.9,No
Month-to-month,2,75.45,Yes
Month-to-month,2,54.85,Yes
Two year,71,19.9,No
Month-to-month,1,19.4,No
Two year,68,25.05,No
Two year,72,84.45,No
Month-to-month,2,19.3,No
Month-to-month,1,95.1,Yes
One year,41,79.85,No
Two year,72,25.55,No
Month-to-month,6,75.5,Yes
Month-to-month,4,73.75,Yes
Month-to-month,12,96.05,Yes
One year,58,68.4,No
Month-to-month,7,20.65,No
Month-to-month,65,55.15,No
Month-to-month,1,70.6,No
One year,56,19.95,No
Month-to-month,4,19.0,No
One year,58,44.1,No
Two year,62,107.6,No
One year,26,61.55,No
Month-to-month,62,90.7,No
One year,58,99.25,No
Two year,68,91.7,No
One year,61,100.7,No
Two year,42,78.45,No
Month-to-month,18,84.3,No
Two year,56,19.55,No
Month-to-month,4,88.95,Yes
Month-to-month,4,20.45,No
One year,35,55.6,No
Month-to-month,64,86.8,No
One year,31,20.95,No
Two year,67,20.05,No
Month-to-month,4,50.7,Yes
Two year,70,113.65,No
Month-to-month,3,53.4,Yes
Month-to-month,53,101.9,Yes
Two year,2,59.5,No
Month-to-month,29,87.8,No
Two year,47,41.9,No
One year,68,83.0,Yes
Month-to-month,12,69.85,No
Month-to-month,8,56.3,No
Month-to-month,54,109.55,No
Two year,69,92.15,No
Month-to-month,26,69.5,No
Two year,72,97.0,No
Two year,70,58.35,No
Month-to-month,1,50.6,Yes
Month-to-month,10,89.5,Yes
One year,28,70.4,No
Month-to-month,1,69.8,Yes
Month-to-month,21,94.3,No
Month-to-month,51,93.8,Yes
One year,53,19.55,No
One year,53,95.95,No
Month-to-month,24,101.05,Yes
Two year,70,94.8,No
One year,61,107.75,No
One year,11,54.6,No
Month-to-month,2,71.3,No
One year,25,19.5,No
One year,41,56.3,No
Month-to-month,18,94.7,Yes
Two year,72,104.15,Yes
Two year,71,90.55,No
One year,34,60.8,No
Month-to-month,29,98.8,No
One year,40,98.15,No
One year,36,35.35,No
One year,46,103.15,No
One year,58,107.75,No
One year,39,81.4,No
Month-to-month,4,61.45,Yes
One year,52,95.7,No
One year,70,104.8,No
One year,65,70.95,No
Month-to-month,1,44.95,No
One year,70,97.65,No
Month-to-month,29,35.65,No
Month-to-month,1,90.55,Yes
Two year,67,85.25,No
Month-to-month,1,19.5,No
Month-to-month,26,88.8,Yes
Two year,30,25.1,No
Month-to-month,48,100.05,No
Month-to-month,55,55.7,No
Month-to-month,7,85.2,Yes
Month-to-month,37,91.15,No
Month-to-month,31,83.85,No
Month-to-month,4,45.9,No
Two year,72,25.1,No
Month-to-month,5,91.4,Yes
Month-to-month,1,19.7,No
Month-to-month,15,91.5,No
Month-to-month,8,51.3,No
One year,35,21.1,No
Month-to-month,56,104.75,No
Month-to-month,42,106.15,Yes
Month-to-month,65,85.75,No
One year,2,20.3,No
One year,65,100.75,No
Month-to-month,18,74.15,No
One year,23,78.55,No
Month-to-month,4,45.3,Yes
Two year,70,19.85,No
Month-to-month,4,50.7,No
Month-to-month,19,45.0,No
Month-to-month,18,77.8,No
Month-to-month,38,83.45,No
Month-to-month,2,73.25,Yes
One year,47,94.8,No
Two year,52,20.1,No
Month-to-month,9,59.9,No
One year,26,90.1,No
Month-to-month,8,51.05,Yes
One year,44,70.95,No
Month-to-month,3,29.2,No
Month-to-month,2,46.6,No
Month-to-month,9,85.35,Yes
Month-to-month,1,75.35,Yes
Month-to-month,25,74.3,No
Month-to-month,2,69.3,No
Month-to-month,43,75.2,Yes
Month-to-month,1,20.9,Yes
One year,58,94.3,No
Two year,59,76.45,No
One year,44,54.0,No
One year,66,104.25,No
Two year,68,19.95,No
Month-to-month,9,24.95,No
Month-to-month,19,84.75,No
Month-to-month,4,19.75,No
Two year,70,113.65,No
Month-to-month,1,44.9,No
Month-to-month,8,75.25,No
Two year,53,24.6,No
One year,51,25.0,No
Month-to-month,11,20.95,No
Two year,60,110.6,No
Month-to-month,17,55.5,No
Month-to-month,3,43.3,Yes
One year,70,109.5,Yes
Month-to-month,1,19.45,No
Month-to-month,43,84.85,No
Month-to-month,16,19.6,No
One year,57,53.45,No
One year,37,19.8,No
Two year,72,112.1,No
Month-to-month,11,84.8,Yes
Month-to-month,50,95.05,Yes
Month-to-month,5,50.35,Yes
Month-to-month,1,74.6,Yes
Month-to-month,16,19.7,Yes
Month-to-month,2,74.2,No
Month-to-month,17,69.0,No
One year,16,19.35,No
Month-to-month,15,59.45,Yes
One year,10,19.8,No
One year,46,105.2,Yes
Two year,64,109.2,No
Month-to-month,1,79.15,No
One year,25,53.65,No
Two year,71,100.2,No
Month-to-month,8,45.15,Yes
Two year,72,108.65,No
Month-to-month,49,40.65,No
One year,29,55.35,No
Two year,72,105.6,No
Month-to-month,31,93.8,Yes
Month-to-month,50,95.7,No
Two year,71,83.2,No
Two year,70,90.05,No
One year,71,97.65,No
Two year,61,68.05,No
Month-to-month,32,96.2,Yes
Month-to-month,1,79.6,Yes
Two year,68,102.1,No
Two year,62,23.4,No
Month-to-month,7,71.05,No
Month-to-month,20,85.25,Yes
One year,6,19.45,No
Month-to-month,33,59.45,No
One year,28,92.2,No
Two year,27,19.85,No
Month-to-month,7,43.9,No
Month-to-month,26,80.5,Yes
Month-to-month,5,89.8,Yes
Month-to-month,30,90.5,No
One year,63,90.45,No
Month-to-month,1,50.75,Yes
One year,53,84.6,No
Month-to-month,14,89.65,Yes
Month-to-month,21,99.15,No
One year,17,19.95,No
Two year,16,20.5,No
Month-to-month,35,62.1,No
Month-to-month,32,79.5,No
Month-to-month,28,19.55,No
Month-to-month,1,20.35,No
Month-to-month,59,51.7,No
One year,72,23.3,No
One year,36,65.4,Yes
Month-to-month,40,65.1,No
Month-to-month,40,81.2,No
Month-to-month,9,72.9,Yes
Two year,63,74.5,No
Month-to-month,3,80.5,No
One year,40,60.3,No
Month-to-month,8,75.0,No
One year,34,90.15,No
Month-to-month,5,40.0,Yes
Month-to-month,9,99.45,Yes
Month-to-month,9,69.05,No
Month-to-month,31,59.7,No
One year,50,19.85,No
Month-to-month,2,86.25,Yes
Month-to-month,1,45.65,Yes
Month-to-month,8,70.1,Yes
Month-to-month,9,40.75,No
Month-to-month,2,70.2,Yes
Month-to-month,3,55.35,Yes
Month-to-month,25,95.7,No
Month-to-month,1,46.3,No
Month-to-month,45,81.3,No
Month-to-month,51,84.2,Yes
Month-to-month,55,20.0,No
Month-to-month,38,66.15,No
Month-to-month,2,45.85,Yes
Month-to-month,38,19.6,No
Month-to-month,34,49.8,No
One year,70,101.75,No
One year,13,55.15,No
Month-to-month,39,75.25,Yes
One year,61,103.95,No
Month-to-month,12,100.15,Yes
Two year,41,99.65,No
Month-to-month,21,73.7,No
One year,55,50.05,No
Two year,69,60.25,No
Month-to-month,26,105.75,Yes
One year,69,87.3,No
Month-to-month,18,48.35,Yes
Month-to-month,47,54.25,No
Two year,72,85.3,No
Month-to-month,33,50.0,No
Month-to-month,2,24.4,Yes
Two year,72,90.95,No
Month-to-month,37,72.25,No
Month-to-month,62,96.1,No
Two year,71,19.85,No
Month-to-month,23,55.3,No
One year,16,20.1,No
Month-to-month,9,69.5,No
Two year,17,25.15,No
Month-to-month,4,20.95,Yes
Month-to-month,1,49.55,Yes
Month-to-month,24,79.65,No
Month-to-month,1,71.25,No
Two year,72,113.8,No
Two year,72,24.55,No
Month-to-month,11,19.7,No
Month-to-month,9,20.25,Yes
Month-to-month,2,50.15,Yes
One year,60,100.5,No
Month-to-month,29,95.9,Yes
Two year,49,74.45,No
Month-to-month,30,104.1,No
One year,53,19.05,No
Two year,39,25.0,No
Month-to-month,9,19.05,No
One year,39,81.9,No
Month-to-month,8,69.7,No
One year,51,90.15,No
Two year,71,25.35,No
Two year,71,24.65,No
Two year,70,19.55,No
Month-to-month,1,25.25,Yes
Two year,38,60.0,No
Month-to-month,28,89.9,No
Month-to-month,32,19.4,No
Two year,49,49.8,No
Two year,37,24.1,No
Month-to-month,10,54.25,No
One year,67,109.9,No
One year,7,35.5,No
One year,51,87.55,No
Month-to-month,9,45.15,Yes
Month-to-month,9,88.4,No
Month-to-month,4,50.8,No
Two year,71,99.0,No
Month-to-month,50,84.4,Yes
Two year,24,96.55,No
One year,22,59.75,No
Month-to-month,44,111.5,No
Month-to-month,33,24.25,No
Month-to-month,1,75.1,Yes
One year,54,70.15,Yes
Month-to-month,42,101.75,Yes
Month-to-month,1,45.8,Yes
Month-to-month,1,20.5,No
One year,30,70.4,No
Month-to-month,1,30.55,No
Month-to-month,16,84.9,No
Month-to-month,1,20.1,Yes
Month-to-month,9,40.65,Yes
Month-to-month,46,101.0,Yes
Month-to-month,1,69.1,Yes
Two year,71,54.5,No
Month-to-month,43,75.35,No
One year,50,44.45,No
Month-to-month,13,75.0,Yes
One year,19,100.0,Yes
Month-to-month,41,98.05,No
Month-to-month,1,71.15,Yes
Month-to-month,24,54.15,Yes
One year,40,63.9,No
Month-to-month,3,69.15,No
One year,37,64.65,No
Two year,67,108.75,Yes
Month-to-month,32,98.85,No
Month-to-month,6,49.15,Yes
Month-to-month,32,89.6,No
Month-to-month,59,83.25,No
One year,30,70.25,No
Month-to-month,20,19.4,Yes
Two year,27,24.5,No
Month-to-month,20,79.15,Yes
One year,9,20.1,No
One year,68,73.0,No
Two year,69,61.4,No
Month-to-month,26,84.3,No
Two year,69,19.9,No
Two year,11,20.4,No
Month-to-month,1,50.75,No
One year,10,20.45,No
One year,55,75.75,No
One year,44,65.4,No
Month-to-month,46,80.4,Yes
Two year,69,59.75,No
Month-to-month,11,78.5,No
Month-to-month,11,102.0,Yes
Month-to-month,29,48.95,No
Month-to-month,57,99.65,No
One year,28,18.25,No
Month-to-month,42,54.55,No
Month-to-month,2,20.65,Yes
One year,23,40.65,No
Month-to-month,18,20.45,No
One year,62,24.8,No
Month-to-month,1,70.8,Yes
Month-to-month,16,89.05,Yes
Month-to-month,3,96.6,Yes
One year,67,88.8,No
Two year,62,20.05,No
Month-to-month,57,104.5,Yes
Month-to-month,2,69.8,No
Two year,23,77.15,No
Two year,25,35.05,No
Two year,72,108.1,No
Month-to-month,2,84.05,No
One year,8,20.2,No
Month-to-month,5,50.6,Yes
Month-to-month,35,49.2,No
One year,24,24.6,No
Month-to-month,2,71.65,No
Two year,72,104.9,No
Month-to-month,41,106.5,No
Month-to-month,4,49.35,Yes
One year,26,75.5,No
Month-to-month,7,94.25,Yes
Month-to-month,1,68.95,Yes
Month-to-month,4,58.5,No
Two year,48,78.9,No
Month-to-month,2,93.85,Yes
One year,12,79.2,No
Month-to-month,60,109.45,No
Two year,55,59.2,No
Month-to-month,1,29.15,No
Month-to-month,1,20.05,No
Month-to-month,4,76.05,Yes
Month-to-month,1,24.45,Yes
Two year,42,66.5,No
Month-to-month,1,49.55,No
Month-to-month,7,89.35,Yes
Month-to-month,3,73.6,No
Two year,72,82.65,No
Month-to-month,15,49.0,No
Month-to-month,4,80.35,Yes
One year,11,25.2,No
Month-to-month,5,25.45,No
Month-to-month,1,55.8,Yes
Two year,72,110.9,No
Month-to-month,55,77.75,No
Month-to-month,40,26.2,No
Two year,57,19.9,No
Month-to-month,1,79.05,Yes
Month-to-month,1,95.0,Yes
Month-to-month,1,25.2,Yes
One year,52,80.85,No
Month-to-month,41,98.4,Yes
One year,43,56.35,No
Two year,47,19.3,No
Month-to-month,3,50.4,No
Two year,66,79.4,Yes
Two year,55,55.25,No
One year,29,19.1,No
Month-to-month,12,84.05,No
Month-to-month,66,105.2,No
Month-to-month,35,101.4,Yes
Month-to-month,10,89.8,Yes
Month-to-month,27,75.75,No
Month-to-month,58,95.3,No
Two year,54,109.75,Yes
Month-to-month,9,19.85,No
One year,2,19.3,Yes
Month-to-month,6,69.1,No
Month-to-month,26,91.25,Yes
Month-to-month,9,20.25,No
Month-to-month,8,54.75,No
Month-to-month,12,81.45,No
Month-to-month,15,49.1,Yes
One year,43,80.2,No
Month-to-month,42,100.3,No
Month-to-month,31,65.25,Yes
Two year,66,90.95,No
Month-to-month,18,85.45,Yes
Month-to-month,1,20.0,No
Two year,61,94.1,Yes
Month-to-month,10,79.85,No
Month-to-month,1,71.65,Yes
Month-to-month,18,73.55,No
Month-to-month,24,104.65,Yes
Month-to-month,3,19.3,No
One year,50,20.15,No
Month-to-month,1,44.55,No
Month-to-month,2,54.45,No
One year,17,19.65,No
Two year,69,105.0,No
Two year,72,88.7,No
Month-to-month,3,74.25,Yes
Two year,50,75.15,No
Two year,53,20.25,No
Two year,58,109.1,No
One year,46,30.75,No
Month-to-month,72,112.9,No
Month-to-month,1,74.2,Yes
Month-to-month,6,94.05,No
Two year,72,78.85,No
Month-to-month,4,55.3,No
Two year,52,19.35,No
One year,2,20.45,No
Two year,65,19.35,No
Month-to-month,43,101.0,Yes
Month-to-month,4,100.2,Yes
One year,25,89.05,Yes
One year,51,78.65,No
Month-to-month,12,74.75,No
One year,57,70.1,Yes
One year,24,19.9,No
One year,64,58.35,No
One year,4,105.65,Yes
Month-to-month,26,100.5,No
Month-to-month,15,20.05,No
Two year,64,25.65,No
Month-to-month,36,96.5,Yes
Month-to-month,27,95.0,No
Month-to-month,1,70.85,Yes
One year,35,85.95,Yes
Month-to-month,4,73.9,Yes
Month-to-month,8,45.45,No
Month-to-month,10,20.0,No
Month-to-month,2,49.2,No
Two year,58,109.45,Yes
Two year,51,83.25,No
Two year,46,19.25,No
Month-to-month,1,19.65,No
Month-to-month,46,72.8,No
Month-to-month,50,109.65,No
Month-to-month,53,65.0,No
Month-to-month,61,114.1,No
Month-to-month,5,20.65,No
One year,47,86.95,No
One year,54,94.75,No
Month-to-month,19,25.35,No
Two year,26,105.45,No
Two year,70,25.4,No
Month-to-month,17,102.55,No
Month-to-month,30,100.2,Yes
Month-to-month,1,24.0,No
Two year,19,25.6,No
Two year,26,73.5,No
Month-to-month,21,74.05,Yes
One year,50,98.25,No
One year,68,54.4,No
Month-to-month,3,101.55,Yes
Month-to-month,9,103.1,No
Two year,51,34.2,No
Month-to-month,9,43.75,No
One year,41,111.95,Yes
Month-to-month,22,100.65,No
One year,21,55.95,Yes
Two year,71,116.05,No
Month-to-month,1,45.75,Yes
One year,26,82.0,No
Two year,71,65.15,No
Month-to-month,4,44.8,No
Month-to-month,12,79.8,No
Month-to-month,18,88.85,No
Month-to-month,3,74.95,No
One year,72,106.85,No
Month-to-month,11,74.95,Yes
Month-to-month,1,80.15,Yes
One year,13,19.3,No
One year,72,109.25,Yes
One year,42,56.1,No
Month-to-month,17,19.7,No
Month-to-month,7,51.3,No
Two year,68,118.6,No
Two year,56,24.15,No
One year,38,20.3,No
Two year,72,115.5,No
One year,48,25.05,No
Month-to-month,52,109.1,No
One year,35,19.65,No
Two year,67,111.3,No
Month-to-month,1,29.9,No
Month-to-month,53,80.6,No
Month-to-month,34,20.8,No
Month-to-month,3,35.2,Yes
Month-to-month,1,78.8,Yes
Month-to-month,19,89.95,No
Two year,60,116.05,No
Two year,11,19.55,No
Month-to-month,47,106.4,Yes
Month-to-month,18,49.4,Yes
Two year,60,115.25,No
Two year,72,24.8,No
One year,39,19.9,No
One year,59,81.25,No
Month-to-month,2,69.95,No
Month-to-month,1,69.1,Yes
Month-to-month,20,90.2,Yes
Month-to-month,6,93.55,Yes
Two year,71,86.4,No
Month-to-month,24,66.3,No
Month-to-month,67,94.65,No
Month-to-month,1,80.85,Yes
One year,48,82.05,Yes
One year,37,72.1,No
Month-to-month,11,34.7,No
Month-to-month,3,20.55,Yes
Month-to-month,18,95.95,No
One year,50,44.8,No
One year,67,109.4,No
Month-to-month,25,71.05,No
Month-to-month,2,78.55,Yes
Month-to-month,9,19.7,No
One year,10,40.25,No
Two year,70,19.85,No
Month-to-month,9,68.25,No
Month-to-month,4,20.15,No
Month-to-month,2,50.95,No
Month-to-month,1,78.65,Yes
Month-to-month,19,25.15,No
Month-to-month,7,20.25,No
Month-to-month,1,42.9,Yes
Month-to-month,1,44.0,No
One year,9,20.25,No
Month-to-month,3,34.25,Yes
Month-to-month,9,58.5,Yes
Month-to-month,5,55.8,No
One year,56,88.9,No
Month-to-month,18,57.65,No
Month-to-month,49,96.2,Yes
Two year,70,79.15,No
Two year,72,108.05,No
Month-to-month,6,74.4,Yes
Month-to-month,17,94.8,No
Month-to-month,29,45.9,No
Month-to-month,6,105.3,Yes
Two year,63,102.6,No
Month-to-month,16,73.85,Yes
One year,59,61.35,No
Month-to-month,3,57.55,No
Month-to-month,8,29.25,No
Month-to-month,7,84.55,Yes
Two year,68,19.6,No
Two year,68,111.75,No
One year,52,106.5,No
Two year,72,107.7,No
One year,32,19.3,No
Two year,72,20.05,No
Month-to-month,1,69.95,No
One year,42,63.7,No
Two year,25,24.75,Yes
Month-to-month,45,50.9,No
One year,43,60.4,No
One year,37,79.25,No
Month-to-month,20,85.8,Yes
Month-to-month,4,24.45,Yes
Two year,63,110.1,No
Month-to-month,3,90.7,No
Two year,66,25.3,No
Month-to-month,28,105.7,Yes
Month-to-month,8,85.2,No
Two year,71,24.35,No
Month-to-month,1,24.25,Yes
Two year,72,25.1,No
Month-to-month,16,54.55,No
Two year,66,96.6,No
Month-to-month,11,76.5,Yes
One year,51,81.15,No
Month-to-month,8,38.5,No
Month-to-month,14,92.9,No
Month-to-month,4,93.5,Yes
Two year,70,84.7,No
Two year,70,66.0,No
One year,54,101.5,Yes
Month-to-month,28,74.9,Yes
Two year,24,20.75,No
Two year,69,61.45,No
Month-to-month,42,54.5,No
Month-to-month,2,69.6,Yes
Month-to-month,39,99.75,No
Two year,45,109.75,No
Two year,72,80.85,No
Two year,38,20.3,No
